REF	Feature Numbers	SystematicName	ccRCC-1	ccRCC-2	ccRCC-3	ccRCC-4	ccRCC-5	ccRCC-6	ccRCC-7	ccRCC-8	ccRCC-9	ccRCC-10	ccRCC-11	ccRCC-12	ccRCC-13	ccRCC-14	ccRCC-15	ccRCC-16	ccRCC-17	ccRCC-18	ccRCC-19	ccRCC-20	ccRCC-21	ccRCC-22	ccRCC-23	ccRCC-24	ccRCC-25	ccRCC-26	ccRCC-27	ccRCC-28	ccRCC-29	ccRCC-30	ccRCC-31	ccRCC-32	ccRCC-34	ccRCC-35	ccRCC-36	ccRCC-37	ccRCC-38	ccRCC-39	ccRCC-40	ccRCC-41	ccRCC-42	ccRCC-43	ccRCC-44	ccRCC-45	ccRCC-46	ccRCC-48	ccRCC-49	ccRCC-50	ccRCC-51	ccRCC-52	ccRCC-53	ccRCC-54	ccRCC-55	ccRCC-56	ccRCC-58	ccRCC-59	ccRCC-60	ccRCC-61	ccRCC-62	ccRCC-63	ccRCC-64	ccRCC-65	ccRCC-66	ccRCC-67	ccRCC-68	ccRCC-69	ccRCC-70	ccRCC-71	ccRCC-72	ccRCC-73	ccRCC-75	ccRCC-76	ccRCC-77	ccRCC-78	ccRCC-79	ccRCC-80	ccRCC-81	ccRCC-82	ccRCC-83	ccRCC-84	ccRCC-85	ccRCC-86	ccRCC-87	ccRCC-88	ccRCC-89	ccRCC-90	ccRCC-91	ccRCC-92	ccRCC-93	ccRCC-94	ccRCC-95	ccRCC-96	ccRCC-97	ccRCC-98	ccRCC-99	ccRCC-100	ccRCC-102	ccRCC-103	ccRCC-104	ccRCC-105	ccRCC-106
A_23_P122563	1389	NM_014260	10.40840057	11.01196796	10.92382288	10.69857389	10.9127163	10.61132302	10.61258265	10.37087577	11.52871994	11.90905036	10.60197892	10.56049956	10.57820065	10.92382288	10.80097102	10.52254655	10.31548476	10.50600297	10.57273477	10.62584862	10.81707118	10.81150163	10.76461022	10.62409582	10.79204627	10.74864958	10.39717589	10.48764753	10.54583206	10.76952675	10.61631245	10.29010757	10.11805043	10.24378826	11.11293663	10.93034349	10.54552488	10.87163859	10.89646705	11.92265276	9.621990822	11.01384899	10.60114236	11.07890131	10.62772595	10.52281151	11.20134055	9.512551281	10.89711331	10.60622609	10.9607471	10.57611332	10.61842467	11.07418109	10.72647064	10.84977943	10.24292441	10.52227239	10.27968767	10.61869554	10.69819978	10.34528101	10.45290173	10.7714849	10.76112854	11.11114797	10.02074705	10.79267784	10.55008971	10.52368893	10.89117193	10.33957129	10.69665844	10.59105183	10.29042476	10.82660909	10.99687661	10.30658853	10.78806858	11.23765384	10.62500541	9.926531008	10.53632934	10.63679996	10.26983755	10.36544634	10.19560649	10.47796049	9.989533204	10.4531761	10.86420654	10.66074491	11.05772784	10.94343406	10.39778857	10.49977063	10.74433878	10.43125432	10.55239964	10.43033246	10.37916269
A_23_P206901	1390	NM_017668	11.57914976	11.25965097	12.20818482	11.28826959	11.84200497	11.3924412	10.85739868	11.02078631	10.92316512	13.20019826	11.25765179	11.004809	11.65260812	10.77726598	10.40585014	11.65306914	11.41660272	11.42123242	11.38542504	11.55580704	11.80058919	11.08894691	10.74934474	10.98907329	11.06382419	10.99759997	11.52047998	10.69880761	11.49322495	11.90405236	11.69781833	10.73393485	10.53301898	11.27917009	11.72607014	10.6650646	10.83432578	10.64464488	10.6826727	10.49422159	11.15959939	11.25540721	11.73596932	11.16181687	10.87259548	11.08284735	10.88928403	11.34576422	10.82146046	10.90208434	11.42084609	11.74641214	11.05949961	10.43711738	11.55898977	11.84032332	11.05599365	10.84186335	10.61749617	11.16860071	11.25316602	11.39200878	11.43564651	11.02682127	11.2119372	10.99518904	11.70172974	11.55533839	11.2119372	11.87270204	11.4242394	11.64584225	11.98590672	11.10372658	11.47456102	11.26742839	11.37063178	11.92318506	11.15399446	10.47592519	10.73137668	11.42032856	11.11694358	10.598974	11.40076009	10.77389287	10.90632026	11.53294045	10.8602135	11.54119212	11.23724726	11.01038545	11.3968383	10.63524822	11.33215728	11.44538344	11.05845341	11.03282542	11.33992796	10.82630959	10.95893992
A_23_P102965	1391	NM_015367	10.50138531	9.897137329	10.59285084	9.863411139	10.16335882	9.957500592	9.900569691	10.19483001	10.47418056	10.78217451	9.61462789	10.18387596	9.94537936	10.37192862	10.19873629	9.599837419	9.91441654	9.601809482	9.393573075	9.883050443	10.26126675	9.893544072	10.29793868	10.07822384	9.778482474	9.63989504	9.359417274	9.899513632	9.79486031	9.104777423	9.722863738	9.897655025	9.58615728	9.242678626	11.05490565	10.06408834	9.881320133	10.82306501	10.02365686	9.248445808	9.73031354	10.55387122	9.388669906	10.42763767	10.74968875	9.777277174	11.18386008	10.78343051	10.14240901	9.685810618	10.10319991	9.745329221	10.6064473	10.62242786	10.07954067	9.832544515	9.839256689	10.01869831	10.07822384	9.832294484	9.305310951	9.800939826	9.542788262	10.32392054	10.38427659	9.916841963	9.251580278	10.0204801	9.946380799	9.645958355	9.757863654	9.962200833	9.736991278	9.661445788	9.224043125	10.30498681	9.796988152	9.877515643	10.23077643	10.44024712	9.333121872	9.442958547	9.814560996	10.06437411	9.432301006	9.580483103	9.389904979	9.893302659	9.565185014	10.16791528	8.841190805	9.560859046	10.23855782	10.49252671	9.559859596	9.908540269	9.687445495	9.486162098	9.722337501	9.368544387	9.379275445
A_33_P3246935	1392	NM_052896	2.646586361	2.588183248	3.239855482	2.634818078	2.546509199	2.841479609	3.4608901	2.624648266	2.651142316	2.976588033	2.539702751	2.658273056	2.505313945	2.885510423	2.84807249	3.050310546	2.543613216	2.667765845	2.741788261	3.159176263	2.547478568	3.003788557	2.534435762	2.615229544	2.576158661	2.622603959	3.389832721	3.252709492	2.659191698	3.475931618	2.694731762	2.64462673	2.631537779	2.579602968	2.695440319	2.755183907	2.761678599	2.85073044	2.909575039	2.748396801	2.626545531	2.883498153	2.618162825	2.791400913	3.232743181	2.928969432	3.132698337	3.160449854	2.687105999	2.671850949	3.281608558	2.676760697	3.745580737	3.039535988	2.545536376	2.690804438	3.95478151	2.635455625	2.728781074	2.661432606	3.412773324	2.841956325	3.133532564	3.638152015	2.862107829	2.567219767	4.025742924	2.497069579	2.84570949	2.618903627	2.604687679	2.892740922	2.629549344	3.381230338	2.86538169	2.821638355	7.923785185	2.846653915	3.062534452	2.541758081	2.602864064	3.278286527	2.64506471	2.5876341	3.103792869	2.939469671	2.692481636	2.545612817	3.135005665	2.486601668	2.645595166	2.890058443	2.538372523	2.529435684	2.590385963	2.760823482	2.64809625	3.32141132	2.571713271	2.623459409	3.34650893
A_23_P122775	1393	NM_032730	8.95586586	9.978263891	9.480864829	8.829996275	9.167895082	8.714832379	9.452012485	8.90436562	8.896006722	8.198725662	8.988441323	9.614083886	8.645362419	8.844205671	9.858949531	8.754767908	9.608508992	9.374329901	9.153186734	9.579932003	8.966532112	8.695256579	9.167679349	8.627712444	9.069085516	8.929100736	8.869062761	9.081852539	9.406810053	9.555073041	9.241539484	8.37141042	8.227735543	8.996792681	9.292882747	9.621990822	8.58878546	9.575427574	8.592879326	9.753415792	9.366409649	9.912919592	8.402224135	9.963788883	8.37771153	9.280636912	9.824804434	7.65715815	8.878968211	9.302747786	8.829312358	9.596188034	8.444493025	8.404713328	9.546531609	8.417284648	8.772268078	8.146986035	8.364392855	9.411319333	8.431333282	10.02877606	9.122224673	8.523142351	8.765074858	8.662613609	8.298192276	9.432110169	9.375249721	9.34269263	8.707710542	9.018380575	9.396878452	9.74464226	8.0479997	10.05805119	9.14188782	8.504946166	8.688988991	9.443654774	9.309979075	8.858116341	8.773868449	9.111113577	9.129778732	9.897655025	8.566569777	8.57315057	9.65197353	8.650117846	8.713739736	8.528824507	10.01761095	9.437644565	8.629074908	8.876399318	9.308398078	9.01361341	8.950513719	9.769987082	9.071112401
A_23_P12173	1394	NM_181715	11.02306194	10.26823529	11.197596	11.20997962	11.28124875	11.10372658	10.85925224	11.18976117	11.56895519	11.661571	11.10372658	10.96175267	11.28756105	11.00545581	11.00330182	11.22670302	11.16072618	11.18650331	11.39107288	11.09680505	11.41223738	10.95270267	10.8471489	10.32936563	11.11434858	11.13366776	10.88721925	11.29975077	10.98670665	10.50369892	11.25103472	10.99965909	10.94971901	10.88423178	11.16365852	10.85301005	10.66203795	10.56446993	11.18816325	12.030534	10.58788184	11.23283861	11.54022621	10.9421077	10.98567679	10.6823	10.84509754	11.31490047	10.98500672	10.7558612	11.36845195	11.32243062	11.50506672	11.1520027	11.01232311	11.37156607	11.26070464	10.99860248	11.26428665	11.0001115	11.47456102	11.27038802	11.41223738	11.13979079	11.22790764	10.78942811	11.05045122	11.06922146	10.82600056	11.34031375	11.02370504	11.22004074	11.14654147	10.7561938	11.44590873	11.47504092	11.18271924	11.64204473	11.34070082	10.62442086	11.13405631	11.03433921	11.16181687	11.06282565	10.59015221	11.28867669	11.03931478	11.06527009	11.04712235	11.17948721	11.28911857	11.15283176	11.40076009	11.64353388	11.20959054	11.3124463	10.92780934	11.21620447	10.92486217	11.03355825	10.92218381
A_33_P3348924	1395	AK128128	2.665362335	2.596822748	2.844325181	2.652474581	3.136842729	2.870860501	2.540123737	2.645595166	4.099419287	2.519496177	2.996565567	2.676107469	2.555485268	2.929791543	2.899147848	2.558003226	2.550229576	2.687577437	2.511827781	2.611451105	2.556087909	2.662768899	3.005684186	2.621777361	2.585522085	3.379462308	2.481744714	2.59423086	2.5482204	3.004303421	2.576991811	2.507482354	2.644107796	2.589912109	4.110220393	2.789054214	2.785604454	2.901810717	2.950394513	2.576991811	2.633183641	2.92638987	2.630811003	2.828445765	3.406796935	2.968918876	3.166728021	3.223102992	2.713841092	2.692481636	2.486351958	2.554433776	3.803319948	2.709733224	2.554655166	2.716937026	2.767704727	2.603508176	2.752058005	3.295375625	2.57528736	2.873289613	2.570472677	2.57582662	2.533547686	2.557535724	3.142497885	2.499291131	2.889826449	2.621560444	3.763285652	2.941051962	2.64462673	2.508455222	2.938444951	2.860548712	2.825118711	2.888863926	3.089290451	2.79841243	2.577697809	2.816163725	2.658824257	2.600280744	3.067927036	2.967554526	2.718360815	2.554133499	2.482160041	3.344425929	2.65453499	2.657233031	2.541369463	2.540269488	2.599887886	2.793862069	2.664287869	2.48973599	2.4548893	3.502189829	2.591282877
A_24_P177604	1396	NM_033215	7.40987987	6.12716092	6.598351262	6.961385713	6.297947122	7.004430365	7.272769238	7.233454452	7.890511924	7.030225975	7.051334041	6.711948671	7.85152994	7.613388609	7.110533467	7.394332024	7.613388609	7.002570552	6.972595613	7.006273562	8.351658428	7.023676418	6.881216423	7.039309027	7.389067715	6.386335243	7.241703159	7.45655796	7.560770079	8.459355864	7.239641693	7.284800566	6.792069644	7.490725357	8.243873282	7.396069814	7.133182271	6.950047624	6.909866585	7.774773578	7.078388539	7.667606254	7.602826536	6.829208868	6.085380918	6.745972126	7.424072383	6.872997416	7.192665373	6.996232541	7.032513976	6.943443643	6.333860266	6.838168841	7.110279674	7.172050961	7.593471341	7.48249897	6.898676104	7.217485236	7.140274804	7.14726967	7.249599943	6.485926056	7.201109022	6.936229068	7.333184863	7.004191526	7.425075231	7.471243472	6.783280293	7.564014932	7.542675368	7.209273961	7.57891395	7.404562115	5.974524442	7.238591825	8.231422241	6.892209462	7.149081858	7.797330735	6.908878279	7.773613999	6.669093612	8.443274287	7.273243985	7.040782339	8.287529564	7.799496004	8.117848934	7.487131248	7.119434035	7.905860971	7.613866213	7.216246679	5.976683709	7.390149396	7.275318331	7.584153231	8.063865586
A_24_P171268	1397	NM_182663	8.628843162	6.720169921	8.834170897	9.362179594	8.656255423	9.055902474	8.754767908	7.277038501	7.790267515	8.982710723	7.79994301	8.113445139	8.841190805	8.473527001	8.420471351	8.658978338	9.367110197	9.162562614	9.680393592	7.79220171	9.520338689	8.459355864	7.859935457	7.760215169	7.917759445	9.684265559	8.474176875	8.380741347	9.60752424	5.768463072	10.11053584	8.547896681	8.334479043	7.936489918	8.571803186	5.753649869	7.431198139	7.728404917	6.656321571	7.494930167	7.77010153	8.165587774	9.541828992	8.047093263	8.420001013	8.046426726	8.0361612	6.979179344	7.88643688	7.763981633	8.81492385	9.641212903	8.437370055	8.02729513	8.467455177	10.35871403	7.524208478	9.168139517	7.565244376	7.650833421	9.331485194	9.637361734	9.088181012	8.557206055	7.811378764	8.495729477	8.953211914	8.854269274	8.653890215	7.893882643	9.125020966	9.498215048	9.357753676	8.567421091	8.904572447	8.936323727	8.334479043	9.774274735	9.182640567	7.918964841	8.2111236	7.858051803	7.96009136	7.781202658	9.761861728	7.713333909	8.48274267	8.953491569	7.737267244	8.564298172	9.328214742	9.292882747	7.415161111	6.759259859	8.587037468	9.14625821	8.421501008	9.065922975	9.361490266	8.011209088	7.531248488
A_23_P145514	1398	NM_014432	2.690804438	2.60955027	2.568044039	2.672182	2.56813157	2.908789259	2.549874842	2.667634127	2.59423086	2.52501872	2.556169182	2.697798248	2.516424338	2.981121009	2.958143829	2.446511972	2.558570128	2.712601255	2.518766644	2.624826307	2.565419158	2.682568463	4.027305624	2.631537779	2.596822748	2.6391215	2.489001767	2.608470071	2.559568858	2.552058059	2.582255148	2.51788061	4.360217669	2.604910616	2.727056186	4.948699883	2.819199131	2.952460719	3.007907396	2.588688999	6.269220379	2.977461924	2.65096625	2.867674318	2.646453496	3.018692015	3.214444332	3.27977042	2.743291209	2.720590317	2.492210665	2.564660497	3.86145048	2.654426823	2.56565605	2.743678857	2.499291131	2.61540053	2.782227091	2.703424808	2.587230246	2.904476409	2.579676897	2.585883492	2.542491353	2.550892813	3.192419644	2.503801531	2.945644004	2.624648266	2.607400326	3.005152591	2.66166057	2.516043264	3.009813708	2.906558696	2.85906102	2.939977485	3.133532564	2.560686119	2.5869673	2.520277088	2.675102028	5.376348386	3.028792036	4.719150419	2.742964879	2.565884344	2.4884876	2.504111921	2.667208133	2.677509307	2.54636726	7.769887044	2.611885748	2.831489114	2.680834663	2.496733656	2.457105146	2.665698349	3.457604785
A_23_P105747	1399	NM_018171	8.178414865	8.466399269	8.094787499	7.21263058	7.399894111	7.878845965	7.565677846	8.300401985	8.7235805	6.909866585	7.698875939	7.682681263	7.903910688	7.228046811	7.605297529	7.454917667	7.560332102	7.895088141	7.841795553	7.632278208	7.640812277	7.425075231	7.279401018	6.579598481	7.650833421	7.484695304	7.568521419	8.248781982	7.160264936	7.010117079	7.496757863	8.105555748	6.976383062	7.339910526	7.581677512	7.608553275	7.780157454	7.478583137	8.004479469	8.796016571	7.812051778	8.301586021	7.171529958	8.497528982	8.656499566	7.511159738	7.832187905	8.15600439	7.791933264	8.124849292	7.287292414	7.744062115	7.071344966	7.808845841	8.129070836	7.056255403	7.796491144	7.790047778	6.741445993	7.994087464	7.502936875	7.405273298	7.669659524	7.951614416	7.551709202	8.3726281	8.215011795	8.35965231	7.698875939	7.753886321	7.763478244	7.626240839	7.27502184	7.645379331	7.096480583	7.320235553	8.007958476	7.110739509	7.387065148	7.49518684	7.658118528	7.225822286	7.315936417	6.978928723	7.308952307	7.995308587	7.074713344	7.345346956	6.730537752	7.388568759	7.104137232	7.052433171	7.959577029	8.119783945	7.559856358	7.474384171	7.873304089	7.760215169	7.484414825	7.238306127	7.001194639
A_33_P3393801	1400	NM_005764	13.73066213	15.32413086	14.52808628	13.7239444	13.61324701	13.62705111	15.00181445	14.33927594	11.97515669	10.60379266	13.16163088	15.05638566	12.3396964	14.23917418	14.33535331	12.57329109	14.53734719	13.62316573	12.33498785	14.44587574	12.26392932	13.8886942	15.01538126	13.91125924	14.56862601	13.43880418	13.56145977	14.03111654	14.14094885	9.249929162	12.65300807	14.28809086	12.48302153	13.93731693	14.88512755	14.84201174	14.60693552	14.12074853	13.92817726	14.05310645	14.78640639	14.77394056	11.3330105	14.18353011	14.61965264	12.53558696	15.44018906	12.7714829	13.78526121	14.71517317	12.91129652	13.61678934	14.74187769	15.19217765	13.978706	13.41879024	14.04164612	14.1739497	11.55580704	14.70009798	13.84788353	13.55450559	13.14764535	14.56146404	13.82753608	13.34945573	9.264488068	13.37239402	14.16361232	14.35259845	13.65304922	14.12074853	12.59624653	14.01237864	12.52066484	15.02241335	15.43437822	11.98712042	14.20029259	14.57888027	12.3102834	13.18088889	14.5714642	14.08598654	13.27202779	14.37949361	13.73762446	13.17024845	14.2714191	13.89918341	11.93701046	13.93848334	12.61524221	16.01786256	11.65214768	14.28809086	14.18958954	12.77406211	13.59840224	14.63369185	12.5825334
A_32_P494790	1401	XR_019089	2.725230423	2.625899397	3.270058314	2.694239037	2.584182894	2.952990869	2.56191189	2.697109082	2.576567	2.531562145	2.565490092	2.720340254	2.524268069	3.037013403	3.018378642	2.449105311	2.565564306	2.745837152	2.526297332	2.643668468	2.579932144	2.709060268	3.457918746	2.642686619	2.611771582	2.653947007	3.821876578	2.624938146	2.571329119	2.562964858	2.589635138	2.530548446	2.68834376	2.623387048	2.746966434	3.673025907	2.853818179	3.014316468	3.091705409	2.600590576	2.654973934	3.043531314	2.672845177	2.923142949	2.662428504	3.086601746	3.277894595	5.230465323	2.784998427	2.752499753	2.498423344	2.577150217	3.929178758	2.667208133	2.577775687	2.779773155	2.507285056	2.628201058	2.818849994	2.729992689	2.603769244	2.955774855	2.592960979	2.598684085	2.552877692	2.545450877	3.252094294	2.510858212	3.007359765	2.627332297	2.612083155	3.066231288	2.680834663	2.524690694	3.084859064	2.960880924	2.90373011	2.990869021	3.195923601	2.574543279	2.597283976	2.527793233	2.693126865	2.635134012	2.982446764	3.04320017	2.77912846	2.581422943	2.494489101	2.513879995	2.682464791	2.697526186	2.552411259	3.370381916	2.625043259	2.873289613	2.702167516	2.503801531	2.459689329	2.655220197	2.613993297
A_23_P124003	1402	NM_170683	5.510159348	4.970673531	5.770086028	5.664742211	5.2625342	5.190962405	5.513157738	5.559332187	6.333860266	6.050081939	5.546645342	4.826530458	6.094567924	5.545960541	5.977573442	5.47361275	5.353829328	5.263492926	5.502274881	5.844857128	5.929938862	5.749466528	6.263399951	6.421990803	5.956479495	6.334444945	5.720338257	5.089521224	5.882451205	5.721010617	5.203230514	6.055172761	5.56255442	5.988851177	6.36534314	4.944962014	5.353484689	5.796089894	5.477909919	5.551329388	5.605831432	6.176012544	5.680082813	5.633286596	5.341209085	5.934338956	5.933145655	6.044624339	5.706108106	5.664086187	6.153588584	5.279874187	5.417407454	6.184465325	5.537589187	5.751089615	6.134570305	6.215479322	5.526123929	5.231130194	5.984869121	6.005720604	6.143859405	5.902387711	6.331836027	5.937409451	6.589620528	5.222262681	5.502606416	5.907900335	5.546645342	5.725702065	5.663154258	5.099706013	6.358087493	5.951807485	5.715446671	5.674007859	5.497838639	5.64025011	5.662610562	6.295544163	5.327703947	5.83638384	5.898594808	5.689011764	5.806835589	5.448868867	6.490537566	5.992115021	6.340053894	5.603034334	5.557010675	5.353829328	6.18473551	5.701588609	5.411950045	5.640882136	5.56544732	5.559689204	6.126818939
A_23_P100455	1403	NM_022764	7.260669047	6.006021239	6.9349365	6.242673316	7.200094212	6.966841389	6.292347941	6.856082592	6.645343206	7.26696133	6.861968912	6.434086339	5.855416323	5.777625054	5.904604465	7.364567853	7.278406778	7.462190512	7.008087027	6.548273845	7.009835076	6.543549245	6.4652265	6.394841191	6.47378942	7.010646777	5.854495403	7.092110534	6.695660916	7.436666269	6.701271597	6.697831699	6.790637708	6.368874312	6.526260578	6.174053886	6.572762072	6.827851948	7.280426898	7.778761464	5.97360311	7.406984699	6.179732877	6.255714994	7.065223879	6.791498006	6.400315886	6.533564757	6.944951922	6.672104734	6.994024512	6.457095339	6.419251968	6.883697688	6.543549245	6.826078674	6.448451286	7.149875893	7.086373524	7.429391289	5.842029657	6.794703673	6.84079601	7.038800092	7.302158901	7.198840881	5.981164689	6.848042295	6.358087493	6.906440004	6.5134413	6.918792442	7.142190176	6.525415528	6.459259228	7.245230377	6.773638125	6.383899445	7.016495336	5.670746675	6.702037825	6.508638316	7.505545476	6.445754138	6.986590173	7.512990457	7.049736156	6.536063291	6.614353824	6.988288517	6.150234371	6.47844968	6.805442196	6.920617959	6.389741071	7.09804808	6.911975522	6.607523195	6.771266781	6.360057615	6.33469127
A_33_P3295333	1404	NM_016511	8.354334837	4.629381157	8.998579218	8.983179244	8.397147657	8.663260682	8.142940534	9.063430411	4.992006069	6.217761853	9.057017534	9.258732965	8.355932753	8.174228181	8.095826574	9.827038196	8.590773466	8.632867871	8.22495051	9.160809249	8.328852615	8.430856426	7.244257252	7.485705364	9.261961094	7.806036455	8.844429315	8.701422819	8.713300803	6.22228537	8.74938923	8.125083922	8.333194933	9.74748373	6.819739463	7.851299403	9.395196314	7.985094582	10.0454987	4.974828234	8.918032643	8.917096627	10.00183601	6.762993614	9.205445914	8.694149148	7.947847573	7.301423461	8.462000453	9.224674427	9.922764756	8.761494012	8.248073564	6.879419848	8.021586489	8.236566507	9.793581088	9.449828624	9.801769924	8.62647795	7.010387457	7.829241819	8.940071194	8.821002395	8.725485305	8.004718624	9.769232034	9.437644565	8.890639112	9.182868653	6.808149742	9.072289456	9.414059225	8.512090986	10.341629	7.613388609	5.902387711	10.1489919	9.472902376	7.334947081	7.931359675	9.514733302	8.958017538	9.030698552	8.385848285	7.322017171	8.638953078	9.28085221	8.937209447	7.272769238	8.473283036	8.378677941	8.514801103	4.652045048	9.330800733	8.754539849	6.541738975	9.48063812	9.069513516	8.29793838	8.952729773
A_24_P42501	1405	NM_001037171	7.684659078	8.602208547	7.668515488	8.068413018	8.050620739	7.674937094	8.311150984	7.511412768	7.866569361	8.651783371	8.42900761	7.984450446	8.250954439	8.669900419	7.915372146	8.056930509	7.953073927	7.903910688	8.045975054	8.12352903	7.758063174	8.143834667	7.965164009	8.836207325	7.885739858	8.0809372	8.537139647	8.236566507	7.898907406	8.722883597	8.367246853	7.902461607	8.80727002	8.256872825	7.100009521	7.789839407	8.490872403	7.452465474	7.8735638	9.132894276	8.450854711	6.545552909	8.632657328	7.313397621	8.114800564	8.077241308	7.045458703	8.46709629	7.799257718	7.727298987	8.104222508	8.549206722	8.754326771	7.512695914	7.779447324	7.958664191	7.877382397	7.983960267	7.874798383	7.885276647	8.446314627	8.996004646	8.358070095	7.729351717	7.799720254	7.789839407	9.081162069	7.939446667	8.171193224	7.791021151	8.342912805	8.075824347	8.695702902	7.965164009	8.658550197	7.163774153	7.613388609	8.199181407	8.092887675	8.692497911	7.591785181	8.302852023	7.537520727	7.806771731	8.04112628	8.649254605	8.100022194	8.249514268	8.044569144	7.692895778	8.725209124	8.251874663	8.004935627	7.454442077	8.465728326	7.861312814	8.202313369	8.221747599	8.090315967	7.814386265	8.93333252
A_32_P162192	1406	NR_027457	2.794980562	2.653113427	2.594631811	2.738975084	2.613233627	3.031086408	2.585183865	2.752499753	2.554364792	2.543050171	2.58300676	2.763920661	2.538882611	3.139439277	3.125899329	2.456366489	2.583042323	2.812584294	2.539405583	2.673342852	2.605192485	2.759375703	2.565162384	2.670417653	2.632742834	2.685063651	2.511686568	2.657593755	2.593038511	2.583173011	2.608974827	2.55074798	2.738657429	2.651327414	2.788839871	2.971291984	2.926143754	3.120544517	3.213181122	2.624249954	2.687105999	3.160449854	2.719761733	3.021868154	2.688944103	3.199009195	3.388878396	3.488051056	2.866064818	2.823079972	2.50805345	2.598950347	4.041732967	2.69235769	2.602629989	2.848690916	2.520215395	2.653215926	2.882009614	2.780347096	2.632834288	3.042329063	2.618061566	2.619398342	2.575005916	2.541758081	3.367264204	2.526376232	3.127161542	2.6380266	2.622894703	3.174922988	2.70998083	2.54064207	3.20762039	3.056169354	2.983578681	3.07266659	3.305573714	2.600376333	2.618592892	2.543460368	2.729848524	2.67350954	2.917809146	3.117267175	2.861679208	2.610007963	2.505186424	2.530483099	2.716674011	2.732638993	2.569131386	2.581178172	2.651784134	2.965971208	2.743678857	2.51590995	2.466367369	2.678889604	2.633787829
A_23_P205046	1407	NM_017664	7.815424142	7.58367565	8.613281511	8.644002111	9.694813609	8.752353464	8.777753303	8.368869537	8.13816326	8.399477996	8.943540372	8.332723598	8.68496326	8.362273634	8.090816874	8.824870663	9.22984307	9.022901962	8.933102531	8.888484547	8.291990835	8.328350155	8.423269061	8.001739594	8.322394005	8.508182567	8.995339363	8.415430545	8.604558142	8.124849292	8.920748138	8.841804873	8.324303863	8.964151476	9.021332348	8.498431039	8.566105424	9.353693742	9.032275889	7.176626265	8.691653102	8.107117641	9.169312166	8.719628911	9.243462002	8.522386656	8.914843258	8.29866214	8.495729477	9.487879068	8.749170838	9.216878589	9.019444105	8.183196882	8.533871283	9.474957796	9.06930258	9.150064168	9.402340899	8.979154055	7.99269665	7.967424046	8.900100431	9.050314077	8.87001792	7.96804645	8.458485109	8.715847699	8.515996299	8.811582383	8.872063679	8.974975825	9.052450694	8.011675817	9.4032313	9.225165588	8.266138149	9.369030504	8.395827282	7.493759088	9.082278687	8.628159177	8.709263181	8.523142351	8.415676419	7.867715561	9.005549584	8.674492778	8.533613647	8.743041483	9.500286348	8.759390232	8.206849999	8.589597683	9.218308771	8.842019825	8.284053757	8.859978261	8.764437185	8.609043534	8.974337316
A_23_P420417	1409	NM_138463	6.42059716	9.689991573	6.972729467	6.604177874	7.502450048	8.510326443	7.803170818	5.836751284	9.101928335	9.347775973	6.712764948	6.536063291	7.075262803	7.949745907	7.881715245	5.843604836	6.833804701	7.39507601	7.04518905	7.669659524	7.991106602	8.413777331	8.862246286	5.796723967	7.153598308	7.288535771	6.970160064	6.244490315	7.056765442	8.747866009	6.36916583	6.579298776	7.803890076	6.340369088	9.204966306	9.360777246	7.641322109	8.580519704	6.926561724	10.04129688	7.323560727	7.858300081	5.464977828	8.670234553	7.809111496	6.464630369	8.617357439	7.256995749	7.014758572	6.483923714	6.505125015	7.015510179	8.878322932	9.879084238	6.544387269	6.809225129	7.259874241	6.081931973	5.287203079	7.700264416	8.023073835	9.365944104	6.513723734	8.774325071	6.522727695	7.751907192	7.615908074	7.549664543	6.575461906	5.906721506	6.909411415	6.921671112	7.096972429	7.281549263	5.948655518	8.829539747	9.446129179	5.771076594	6.460042206	9.245358742	7.168520888	6.011934029	6.31307329	7.838560216	6.920868078	8.835168855	6.069008042	6.736819297	7.441868927	7.125492795	6.202770777	6.742204116	9.57055673	8.789686568	5.529096316	7.087400457	9.659049921	6.13222206	6.19733366	7.315936417	7.962355632
A_23_P104318	1410	NM_019058	16.31613573	10.45791906	12.7708329	14.3112772	13.76064182	14.00228588	13.28602922	13.63475175	14.60693552	13.98736216	13.34592556	13.96464882	14.86777262	14.55386265	11.88343218	14.10086846	14.24992847	11.52361771	12.72302052	13.6917724	13.54946749	13.85218992	12.09786721	15.76465915	12.12493685	15.15792203	13.34945573	13.6424362	12.45248768	13.67812704	13.41427807	13.69853323	13.56510408	14.67558306	12.28329034	11.08784496	14.50597067	12.09510327	13.77712688	11.35969489	13.03596344	12.94330602	13.98055047	14.33059344	15.09985148	13.46675662	12.01037667	15.59570004	13.66745034	14.06773309	12.47995886	13.01133779	15.23242301	14.18543964	12.60259023	13.08383539	15.0462867	13.90049685	15.46397235	13.8637732	13.56966343	14.46928455	12.84072534	12.73374535	14.38602004	14.3615703	14.41084577	12.39326374	13.56036248	13.12188921	13.47707117	13.65692506	14.52551687	12.64659012	14.80814916	12.51491304	14.47630185	15.02241335	12.39027061	13.35350078	14.58307503	14.1776828	14.54399098	13.8916084	13.22546229	14.96344501	14.5638959	13.10217308	14.14991981	14.16980585	15.28028546	13.94496843	13.18898612	10.76982124	13.5736165	12.93215891	13.76873875	13.05266137	13.35175618	12.8203348	15.51570584
